Charity,Food Moved KG,Year,eatwellcatagory_name,member_id
NACRO College (Leeds),331,2023,Dairy and alternatives,12015
NACRO College (Leeds),319.6,2023,Eat less often and in small amounts,12015
NACRO College (Leeds),1074.42,2023,Fruit and vegetables,12015
NACRO College (Leeds),148.9,2023,Not Applicable,12015
NACRO College (Leeds),423.92,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12015
Nerukas Soul Food Kitchen,190.2,2023,"Beans, pulses, fish, eggs, meat and other proteins",1444
Nerukas Soul Food Kitchen,373.95,2023,Dairy and alternatives,1444
Nerukas Soul Food Kitchen,742.2,2023,Eat less often and in small amounts,1444
Nerukas Soul Food Kitchen,2434.13,2023,Fruit and vegetables,1444
Nerukas Soul Food Kitchen,573.63,2023,Not Applicable,1444
Nerukas Soul Food Kitchen,1179.92,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",1444
New Wortley Com Centre,857,2023,"Beans, pulses, fish, eggs, meat and other proteins",2966
New Wortley Com Centre,916.35,2023,Dairy and alternatives,2966
New Wortley Com Centre,855.84,2023,Eat less often and in small amounts,2966
New Wortley Com Centre,2655.28,2023,Fruit and vegetables,2966
New Wortley Com Centre,637.95,2023,Not Applicable,2966
New Wortley Com Centre,1396.59,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",2966
Newsome High School Youth Club,517.4,2023,"Beans, pulses, fish, eggs, meat and other proteins",5735
Newsome High School Youth Club,693.4,2023,Dairy and alternatives,5735
Newsome High School Youth Club,563.69,2023,Eat less often and in small amounts,5735
Newsome High School Youth Club,2023.02,2023,Fruit and vegetables,5735
Newsome High School Youth Club,241.7,2023,Not Applicable,5735
Newsome High School Youth Club,1054.06,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5735
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,30.3,2023,"Beans, pulses, fish, eggs, meat and other proteins",11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,269,2023,Dairy and alternatives,11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,175,2023,Eat less often and in small amounts,11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,622.4,2023,Fruit and vegetables,11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,68.54,2023,Not Applicable,11954
NIGERIAN YORKSHIRE COMMUNITIES NETWORK UK CIC,129.5,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11954
Nik Niks Bizzy Bees,1329.74,2023,"Beans, pulses, fish, eggs, meat and other proteins",6171
Nik Niks Bizzy Bees,737.49,2023,Dairy and alternatives,6171
Nik Niks Bizzy Bees,681.7,2023,Eat less often and in small amounts,6171
Nik Niks Bizzy Bees,2501.65,2023,Fruit and vegetables,6171
Nik Niks Bizzy Bees,434.8,2023,Not Applicable,6171
Nik Niks Bizzy Bees,3.1,2023,Oil & Spreads,6171
Nik Niks Bizzy Bees,1394.35,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6171
Nik Nik's Bizzy Bees (YSH),845.988,2023,"Beans, pulses, fish, eggs, meat and other proteins",8694
Nik Nik's Bizzy Bees (YSH),403.62,2023,Eat less often and in small amounts,8694
Nik Nik's Bizzy Bees (YSH),688,2023,Fruit and vegetables,8694
Nik Nik's Bizzy Bees (YSH),32,2023,Not Applicable,8694
Nik Nik's Bizzy Bees (YSH),248.7,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8694
Noah's Ark Money Advice Service (Food Hub),1494.68,2023,"Beans, pulses, fish, eggs, meat and other proteins",7014
Noah's Ark Money Advice Service (Food Hub),722.85,2023,Dairy and alternatives,7014
Noah's Ark Money Advice Service (Food Hub),936.53,2023,Eat less often and in small amounts,7014
Noah's Ark Money Advice Service (Food Hub),2944.41,2023,Fruit and vegetables,7014
Noah's Ark Money Advice Service (Food Hub),593.13,2023,Not Applicable,7014
Noah's Ark Money Advice Service (Food Hub),1184.49,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7014
Overthorpe Academy CofE,855.04,2023,"Beans, pulses, fish, eggs, meat and other proteins",5877
Overthorpe Academy CofE,623.64,2023,Dairy and alternatives,5877
Overthorpe Academy CofE,568.7,2023,Eat less often and in small amounts,5877
Overthorpe Academy CofE,1938.85,2023,Fruit and vegetables,5877
Overthorpe Academy CofE,352.9,2023,Not Applicable,5877
Overthorpe Academy CofE,3.1,2023,Oil & Spreads,5877
Overthorpe Academy CofE,837.9,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5877
PAFRAS,131.2,2023,"Beans, pulses, fish, eggs, meat and other proteins",2724
PAFRAS,561.05,2023,Dairy and alternatives,2724
PAFRAS,618.8,2023,Eat less often and in small amounts,2724
PAFRAS,2312.43,2023,Fruit and vegetables,2724
PAFRAS,571.15,2023,Not Applicable,2724
PAFRAS,1069.22,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",2724
Parochial Food Pantry (YSH),1012.268,2023,"Beans, pulses, fish, eggs, meat and other proteins",9688
Parochial Food Pantry (YSH),7.8,2023,Dairy and alternatives,9688
Parochial Food Pantry (YSH),487.29,2023,Eat less often and in small amounts,9688
Parochial Food Pantry (YSH),961.26,2023,Fruit and vegetables,9688
Parochial Food Pantry (YSH),108,2023,Not Applicable,9688
Parochial Food Pantry (YSH),311.06,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9688
Pontefract Community Kitchen,2074.15,2023,"Beans, pulses, fish, eggs, meat and other proteins",10662
Pontefract Community Kitchen,1306.2,2023,Dairy and alternatives,10662
Pontefract Community Kitchen,1120.32,2023,Eat less often and in small amounts,10662
Pontefract Community Kitchen,3311.81,2023,Fruit and vegetables,10662
Pontefract Community Kitchen,478.76,2023,Not Applicable,10662
Pontefract Community Kitchen,1301.55,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10662
Progress - Project 6,639.18,2023,"Beans, pulses, fish, eggs, meat and other proteins",8035
Progress - Project 6,588.15,2023,Dairy and alternatives,8035
Progress - Project 6,670.8,2023,Eat less often and in small amounts,8035
Progress - Project 6,2267.43,2023,Fruit and vegetables,8035
Progress - Project 6,512.2,2023,Not Applicable,8035
Progress - Project 6,950.11,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8035
Pudsey Community Project,1634.98,2023,"Beans, pulses, fish, eggs, meat and other proteins",9990
Pudsey Community Project,824.4,2023,Dairy and alternatives,9990
Pudsey Community Project,1065.55,2023,Eat less often and in small amounts,9990
Pudsey Community Project,3143.76,2023,Fruit and vegetables,9990
Pudsey Community Project,612.5,2023,Not Applicable,9990
Pudsey Community Project,1270.73,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9990
Purpose of Life (POL),0,2023,Dairy and alternatives,10730
Purpose of Life (POL),0,2023,Eat less often and in small amounts,10730
Purpose of Life (POL),0,2023,Fruit and vegetables,10730
Purpose of Life (POL),0,2023,Not Applicable,10730
Purpose of Life (POL),0,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10730
Quba Community Hub,339,2023,"Beans, pulses, fish, eggs, meat and other proteins",7415
Quba Community Hub,892.9,2023,Dairy and alternatives,7415
Quba Community Hub,621.2,2023,Eat less often and in small amounts,7415
Quba Community Hub,2757.16,2023,Fruit and vegetables,7415
Quba Community Hub,428.96,2023,Not Applicable,7415
Quba Community Hub,1096.15,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7415
Quba Community Hub (YSH),440.168,2023,"Beans, pulses, fish, eggs, meat and other proteins",9427
Quba Community Hub (YSH),0,2023,Dairy and alternatives,9427
Quba Community Hub (YSH),420.28,2023,Eat less often and in small amounts,9427
Quba Community Hub (YSH),859.98,2023,Fruit and vegetables,9427
Quba Community Hub (YSH),20,2023,Not Applicable,9427
Quba Community Hub (YSH),221.08,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9427
Rainbow Junktion Cafe LW,974.96,2023,"Beans, pulses, fish, eggs, meat and other proteins",5977
Rainbow Junktion Cafe LW,731.3,2023,Dairy and alternatives,5977
Rainbow Junktion Cafe LW,650.15,2023,Eat less often and in small amounts,5977
Rainbow Junktion Cafe LW,2847.06,2023,Fruit and vegetables,5977
Rainbow Junktion Cafe LW,1371.9,2023,Not Applicable,5977
Rainbow Junktion Cafe LW,1979.95,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5977
Ravenscliffe Community Association - Gateway Café,931.25,2023,"Beans, pulses, fish, eggs, meat and other proteins",969
Ravenscliffe Community Association - Gateway Café,886.35,2023,Dairy and alternatives,969
Ravenscliffe Community Association - Gateway Café,710.45,2023,Eat less often and in small amounts,969
Ravenscliffe Community Association - Gateway Café,2560.65,2023,Fruit and vegetables,969
Ravenscliffe Community Association - Gateway Café,361.9,2023,Not Applicable,969
Ravenscliffe Community Association - Gateway Café,3.1,2023,Oil & Spreads,969
Ravenscliffe Community Association - Gateway Café,894.24,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",969
Reach Primary Learning Centre,467.5,2023,"Beans, pulses, fish, eggs, meat and other proteins",8019
Reach Primary Learning Centre,556.75,2023,Dairy and alternatives,8019
Reach Primary Learning Centre,562.1,2023,Eat less often and in small amounts,8019
Reach Primary Learning Centre,1922.83,2023,Fruit and vegetables,8019
Reach Primary Learning Centre,466.22,2023,Not Applicable,8019
Reach Primary Learning Centre,825.95,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8019
Reestablish (HH),6.7,2023,"Beans, pulses, fish, eggs, meat and other proteins",5456
Reestablish (HH),52.5,2023,Dairy and alternatives,5456
Reestablish (HH),140.7,2023,Eat less often and in small amounts,5456
Reestablish (HH),180.1,2023,Fruit and vegetables,5456
Reestablish (HH),23,2023,Not Applicable,5456
Reestablish (HH),36.6,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5456
Rethink Food,8062.7,2023,"Beans, pulses, fish, eggs, meat and other proteins",7379
Rethink Food,10476.2,2023,Dairy and alternatives,7379
Rethink Food,4503.1,2023,Eat less often and in small amounts,7379
Rethink Food,16604.52,2023,Fruit and vegetables,7379
Rethink Food,3149.1,2023,Not Applicable,7379
Rethink Food,7621.3,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7379
Right Choices Food Bank,109,2023,"Beans, pulses, fish, eggs, meat and other proteins",575
Right Choices Food Bank,289,2023,Dairy and alternatives,575
Right Choices Food Bank,564.55,2023,Eat less often and in small amounts,575
Right Choices Food Bank,2067.07,2023,Fruit and vegetables,575
Right Choices Food Bank,584.45,2023,Not Applicable,575
Right Choices Food Bank,1078.62,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",575
Ripon House,802.35,2023,"Beans, pulses, fish, eggs, meat and other proteins",3894
Ripon House,650.2,2023,Dairy and alternatives,3894
Ripon House,823.2,2023,Eat less often and in small amounts,3894
Ripon House,2433.38,2023,Fruit and vegetables,3894
Ripon House,501.21,2023,Not Applicable,3894
Ripon House,1154.546,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3894
RiverTree Trust (The Branch Food Share),1326,2023,"Beans, pulses, fish, eggs, meat and other proteins",7703
RiverTree Trust (The Branch Food Share),1449.65,2023,Dairy and alternatives,7703
RiverTree Trust (The Branch Food Share),1428.15,2023,Eat less often and in small amounts,7703
RiverTree Trust (The Branch Food Share),4487.79,2023,Fruit and vegetables,7703
RiverTree Trust (The Branch Food Share),953.36,2023,Not Applicable,7703
RiverTree Trust (The Branch Food Share),1951.25,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7703
RiverTree Trust (YSH),934.78,2023,"Beans, pulses, fish, eggs, meat and other proteins",9388
RiverTree Trust (YSH),12,2023,Dairy and alternatives,9388
RiverTree Trust (YSH),439.63,2023,Eat less often and in small amounts,9388
RiverTree Trust (YSH),758.98,2023,Fruit and vegetables,9388
RiverTree Trust (YSH),50,2023,Not Applicable,9388
RiverTree Trust (YSH),265.98,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9388
Russell's Pantry (Russell Hall Primary School),368.32,2023,"Beans, pulses, fish, eggs, meat and other proteins",8526
Russell's Pantry (Russell Hall Primary School),485.7,2023,Dairy and alternatives,8526
Russell's Pantry (Russell Hall Primary School),557.3,2023,Eat less often and in small amounts,8526
Russell's Pantry (Russell Hall Primary School),1829.31,2023,Fruit and vegetables,8526
Russell's Pantry (Russell Hall Primary School),502.05,2023,Not Applicable,8526
Russell's Pantry (Russell Hall Primary School),715.97,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8526
Rycroft Community Centre,185.35,2023,"Beans, pulses, fish, eggs, meat and other proteins",10032
Rycroft Community Centre,393.6,2023,Dairy and alternatives,10032
Rycroft Community Centre,1239.4,2023,Eat less often and in small amounts,10032
Rycroft Community Centre,2667.81,2023,Fruit and vegetables,10032
Rycroft Community Centre,617.95,2023,Not Applicable,10032
Rycroft Community Centre,6.2,2023,Oil & Spreads,10032
Rycroft Community Centre,1784.35,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10032
S.T.E.P,886.6,2023,"Beans, pulses, fish, eggs, meat and other proteins",5703
S.T.E.P,749.6,2023,Dairy and alternatives,5703
S.T.E.P,897.3,2023,Eat less often and in small amounts,5703
S.T.E.P,2286.38,2023,Fruit and vegetables,5703
S.T.E.P,547.51,2023,Not Applicable,5703
S.T.E.P,1084.046,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5703
Safety First Community Training Centre,674.05,2023,"Beans, pulses, fish, eggs, meat and other proteins",4084
Safety First Community Training Centre,606.5,2023,Dairy and alternatives,4084
Safety First Community Training Centre,813.8,2023,Eat less often and in small amounts,4084
Safety First Community Training Centre,2462.13,2023,Fruit and vegetables,4084
Safety First Community Training Centre,628.75,2023,Not Applicable,4084
Safety First Community Training Centre,1035.86,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4084
Safety First Community Training YSH,746.28,2023,"Beans, pulses, fish, eggs, meat and other proteins",9962
Safety First Community Training YSH,63,2023,Dairy and alternatives,9962
Safety First Community Training YSH,345.25,2023,Eat less often and in small amounts,9962
Safety First Community Training YSH,535.98,2023,Fruit and vegetables,9962
Safety First Community Training YSH,21.5,2023,Not Applicable,9962
Safety First Community Training YSH,296.9,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9962
Salvation Army Holmewood,740.25,2023,"Beans, pulses, fish, eggs, meat and other proteins",3287
Salvation Army Holmewood,935.95,2023,Dairy and alternatives,3287
Salvation Army Holmewood,677.15,2023,Eat less often and in small amounts,3287
Salvation Army Holmewood,2439.5,2023,Fruit and vegetables,3287
Salvation Army Holmewood,525.2,2023,Not Applicable,3287
Salvation Army Holmewood,757.9,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3287
Salvation Army Holmewood (YSH),817.96,2023,"Beans, pulses, fish, eggs, meat and other proteins",9462
Salvation Army Holmewood (YSH),348.45,2023,Eat less often and in small amounts,9462
Salvation Army Holmewood (YSH),693.46,2023,Fruit and vegetables,9462
Salvation Army Holmewood (YSH),44,2023,Not Applicable,9462
Salvation Army Holmewood (YSH),225.8,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9462
Seed to Table (Northcliffe),393.48,2023,"Beans, pulses, fish, eggs, meat and other proteins",3268
Seed to Table (Northcliffe),336.45,2023,Dairy and alternatives,3268
Seed to Table (Northcliffe),467.1,2023,Eat less often and in small amounts,3268
Seed to Table (Northcliffe),1646.2,2023,Fruit and vegetables,3268
Seed to Table (Northcliffe),396.99,2023,Not Applicable,3268
Seed to Table (Northcliffe),749.83,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3268
Sesku Academy (YSH),33.8,2023,"Beans, pulses, fish, eggs, meat and other proteins",9475
Sesku Academy (YSH),43.1,2023,Eat less often and in small amounts,9475
Sesku Academy (YSH),59,2023,Fruit and vegetables,9475
Sesku Academy (YSH),8,2023,Not Applicable,9475
Sesku Academy (YSH),6,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9475
SESKU Community Cupboard,1335.57,2023,"Beans, pulses, fish, eggs, meat and other proteins",10548
SESKU Community Cupboard,821.5,2023,Dairy and alternatives,10548
SESKU Community Cupboard,938.12,2023,Eat less often and in small amounts,10548
SESKU Community Cupboard,3145.96,2023,Fruit and vegetables,10548
SESKU Community Cupboard,484.86,2023,Not Applicable,10548
SESKU Community Cupboard,1347.3,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10548
Shantona Women s Centre HH,24,2023,Dairy and alternatives,3392
Shantona Women s Centre HH,39,2023,Eat less often and in small amounts,3392
Shantona Women s Centre HH,81.4,2023,Fruit and vegetables,3392
Shantona Women s Centre HH,9,2023,Not Applicable,3392
Shantona Women s Centre HH,29,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3392
Soup & More Foodbank,651.5,2023,"Beans, pulses, fish, eggs, meat and other proteins",4583
Soup & More Foodbank,1441.7,2023,Dairy and alternatives,4583
Soup & More Foodbank,868,2023,Eat less often and in small amounts,4583
Soup & More Foodbank,3384.31,2023,Fruit and vegetables,4583
Soup & More Foodbank,547.63,2023,Not Applicable,4583
Soup & More Foodbank,1307.736,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4583
Soup & More Foodbank (YSH),868.86,2023,"Beans, pulses, fish, eggs, meat and other proteins",10222
Soup & More Foodbank (YSH),63,2023,Dairy and alternatives,10222
Soup & More Foodbank (YSH),480.36,2023,Eat less often and in small amounts,10222
Soup & More Foodbank (YSH),984.68,2023,Fruit and vegetables,10222
Soup & More Foodbank (YSH),51,2023,Not Applicable,10222
Soup & More Foodbank (YSH),415.3,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10222
Soup4Em,1000.9,2023,"Beans, pulses, fish, eggs, meat and other proteins",11994
Soup4Em,373.5,2023,Dairy and alternatives,11994
Soup4Em,324.85,2023,Eat less often and in small amounts,11994
Soup4Em,1215.65,2023,Fruit and vegetables,11994
Soup4Em,106.6,2023,Not Applicable,11994
Soup4Em,635.3,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11994
Southway Education,512.95,2023,"Beans, pulses, fish, eggs, meat and other proteins",11275
Southway Education,744.78,2023,Dairy and alternatives,11275
Southway Education,550.5,2023,Eat less often and in small amounts,11275
Southway Education,1941.3,2023,Fruit and vegetables,11275
Southway Education,430.53,2023,Not Applicable,11275
Southway Education,1048.05,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11275
"Space 2, The People's Pantry",623.05,2023,"Beans, pulses, fish, eggs, meat and other proteins",3660
"Space 2, The People's Pantry",849.3,2023,Dairy and alternatives,3660
"Space 2, The People's Pantry",708.04,2023,Eat less often and in small amounts,3660
"Space 2, The People's Pantry",2213.2,2023,Fruit and vegetables,3660
"Space 2, The People's Pantry",440.96,2023,Not Applicable,3660
"Space 2, The People's Pantry",1219.25,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3660
St Aidans Church Community Share Foodbank,1573.16,2023,"Beans, pulses, fish, eggs, meat and other proteins",1445
St Aidans Church Community Share Foodbank,812.6,2023,Dairy and alternatives,1445
St Aidans Church Community Share Foodbank,949.05,2023,Eat less often and in small amounts,1445
St Aidans Church Community Share Foodbank,3387.19,2023,Fruit and vegetables,1445
St Aidans Church Community Share Foodbank,471.51,2023,Not Applicable,1445
St Aidans Church Community Share Foodbank,1346.1,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",1445
St Catherines Church & Centre,1461.19,2023,"Beans, pulses, fish, eggs, meat and other proteins",119
St Catherines Church & Centre,855.39,2023,Dairy and alternatives,119
St Catherines Church & Centre,807.45,2023,Eat less often and in small amounts,119
St Catherines Church & Centre,2541.2,2023,Fruit and vegetables,119
St Catherines Church & Centre,353.2,2023,Not Applicable,119
St Catherines Church & Centre,1366.6,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",119
St Edmund's Nursery School,308.92,2023,"Beans, pulses, fish, eggs, meat and other proteins",9496
St Edmund's Nursery School,812.3,2023,Dairy and alternatives,9496
St Edmund's Nursery School,783.35,2023,Eat less often and in small amounts,9496
St Edmund's Nursery School,2946.75,2023,Fruit and vegetables,9496
St Edmund's Nursery School,492.66,2023,Not Applicable,9496
St Edmund's Nursery School,1131.98,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9496
St Georges Crypt Centre,3397.4,2023,"Beans, pulses, fish, eggs, meat and other proteins",577
St Georges Crypt Centre,770.9,2023,Dairy and alternatives,577
St Georges Crypt Centre,991.8,2023,Eat less often and in small amounts,577
St Georges Crypt Centre,2843.2,2023,Fruit and vegetables,577
St Georges Crypt Centre,235.08,2023,Not Applicable,577
St Georges Crypt Centre,3656.1,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",577
St Georges Crypt Centre (YSH),839.3,2023,"Beans, pulses, fish, eggs, meat and other proteins",9320
St Georges Crypt Centre (YSH),54,2023,Dairy and alternatives,9320
St Georges Crypt Centre (YSH),299.94,2023,Eat less often and in small amounts,9320
St Georges Crypt Centre (YSH),521.5,2023,Fruit and vegetables,9320
St Georges Crypt Centre (YSH),1178.32,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9320
St Georges Lupset,1687.9,2023,"Beans, pulses, fish, eggs, meat and other proteins",983
St Georges Lupset,803.95,2023,Dairy and alternatives,983
St Georges Lupset,1370.62,2023,Eat less often and in small amounts,983
St Georges Lupset,3873.25,2023,Fruit and vegetables,983
St Georges Lupset,482.7,2023,Not Applicable,983
St Georges Lupset,6.2,2023,Oil & Spreads,983
St Georges Lupset,1299.12,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",983
St Giles Food Share (Pontefract),104.4,2023,"Beans, pulses, fish, eggs, meat and other proteins",4574
St Giles Food Share (Pontefract),231.1,2023,Dairy and alternatives,4574
St Giles Food Share (Pontefract),645.35,2023,Eat less often and in small amounts,4574
St Giles Food Share (Pontefract),2706.5,2023,Fruit and vegetables,4574
St Giles Food Share (Pontefract),672.41,2023,Not Applicable,4574
St Giles Food Share (Pontefract),1587.91,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4574
St Giles Trust - Yorkshire Pantry (YSH),550.24,2023,"Beans, pulses, fish, eggs, meat and other proteins",9424
St Giles Trust - Yorkshire Pantry (YSH),301.56,2023,Eat less often and in small amounts,9424
St Giles Trust - Yorkshire Pantry (YSH),371.9,2023,Fruit and vegetables,9424
St Giles Trust - Yorkshire Pantry (YSH),16,2023,Not Applicable,9424
St Giles Trust - Yorkshire Pantry (YSH),158,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9424
St John's Thorpe Edge Community Centre,844.65,2023,"Beans, pulses, fish, eggs, meat and other proteins",11656
St John's Thorpe Edge Community Centre,329,2023,Dairy and alternatives,11656
St John's Thorpe Edge Community Centre,604.52,2023,Eat less often and in small amounts,11656
St John's Thorpe Edge Community Centre,2495.78,2023,Fruit and vegetables,11656
St John's Thorpe Edge Community Centre,316.13,2023,Not Applicable,11656
St John's Thorpe Edge Community Centre,1049.79,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11656
St Peter s CoE Primary (Leeds),9.5,2023,"Beans, pulses, fish, eggs, meat and other proteins",8018
St Peter s CoE Primary (Leeds),51.4,2023,Dairy and alternatives,8018
St Peter s CoE Primary (Leeds),32.4,2023,Eat less often and in small amounts,8018
St Peter s CoE Primary (Leeds),549.8,2023,Fruit and vegetables,8018
St Peter s CoE Primary (Leeds),39,2023,Not Applicable,8018
St Peter s CoE Primary (Leeds),64,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8018
St Peter's CoE Primary School (Birstall),562.5,2023,"Beans, pulses, fish, eggs, meat and other proteins",9644
St Peter's CoE Primary School (Birstall),723.78,2023,Dairy and alternatives,9644
St Peter's CoE Primary School (Birstall),558.46,2023,Eat less often and in small amounts,9644
St Peter's CoE Primary School (Birstall),2152.4,2023,Fruit and vegetables,9644
St Peter's CoE Primary School (Birstall),221.9,2023,Not Applicable,9644
St Peter's CoE Primary School (Birstall),1048.96,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9644
St Vincents Support Centre & Cafe,1366.87,2023,"Beans, pulses, fish, eggs, meat and other proteins",579
St Vincents Support Centre & Cafe,1268,2023,Dairy and alternatives,579
St Vincents Support Centre & Cafe,1238.97,2023,Eat less often and in small amounts,579
St Vincents Support Centre & Cafe,3766.51,2023,Fruit and vegetables,579
St Vincents Support Centre & Cafe,739.03,2023,Not Applicable,579
St Vincents Support Centre & Cafe,2150.73,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",579
St Vincents Support Centre & Cafe Healtht Holidays,31.2,2023,"Beans, pulses, fish, eggs, meat and other proteins",9857
St Vincents Support Centre & Cafe Healtht Holidays,16.1,2023,Dairy and alternatives,9857
St Vincents Support Centre & Cafe Healtht Holidays,17.6,2023,Eat less often and in small amounts,9857
St Vincents Support Centre & Cafe Healtht Holidays,25.4,2023,Fruit and vegetables,9857
St Vincents Support Centre & Cafe Healtht Holidays,61.54,2023,Not Applicable,9857
St Vincents Support Centre & Cafe Healtht Holidays,21.6,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9857
Stitch-up (HH),24.9,2023,"Beans, pulses, fish, eggs, meat and other proteins",5438
Stitch-up (HH),20.35,2023,Dairy and alternatives,5438
Stitch-up (HH),47.9,2023,Eat less often and in small amounts,5438
Stitch-up (HH),154.1,2023,Fruit and vegetables,5438
Stitch-up (HH),25.54,2023,Not Applicable,5438
Stitch-up (HH),50.1,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5438
Swinnow Community Centre,2682.55,2023,"Beans, pulses, fish, eggs, meat and other proteins",4101
Swinnow Community Centre,1434.25,2023,Dairy and alternatives,4101
Swinnow Community Centre,1404.2,2023,Eat less often and in small amounts,4101
Swinnow Community Centre,3746.43,2023,Fruit and vegetables,4101
Swinnow Community Centre,1138.51,2023,Not Applicable,4101
Swinnow Community Centre,2030.502,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4101
The Ark Church,78,2023,"Beans, pulses, fish, eggs, meat and other proteins",8014
The Ark Church,293.8,2023,Dairy and alternatives,8014
The Ark Church,721.8,2023,Eat less often and in small amounts,8014
The Ark Church,2474.85,2023,Fruit and vegetables,8014
The Ark Church,732.46,2023,Not Applicable,8014
The Ark Church,1379.07,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8014
The Crescent CIC,127.75,2023,"Beans, pulses, fish, eggs, meat and other proteins",11011
The Crescent CIC,293.6,2023,Dairy and alternatives,11011
The Crescent CIC,1628.35,2023,Eat less often and in small amounts,11011
The Crescent CIC,696.15,2023,Fruit and vegetables,11011
The Crescent CIC,944.9,2023,Not Applicable,11011
The Crescent CIC,3.1,2023,Oil & Spreads,11011
The Crescent CIC,1402.42,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11011
"The Crossroads, Meltham FoodBank",1460.57,2023,"Beans, pulses, fish, eggs, meat and other proteins",10913
"The Crossroads, Meltham FoodBank",874.7,2023,Dairy and alternatives,10913
"The Crossroads, Meltham FoodBank",974.26,2023,Eat less often and in small amounts,10913
"The Crossroads, Meltham FoodBank",3153.13,2023,Fruit and vegetables,10913
"The Crossroads, Meltham FoodBank",470.31,2023,Not Applicable,10913
"The Crossroads, Meltham FoodBank",1145.36,2023,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10913
The Life Centre,654.95,2023,"Beans, pulses, fish, eggs, meat and other proteins",121
The Life Centre,627.95,2023,Dairy and alternatives,121
The Life Centre,853.68,2023,Eat less often and in small amounts,121
The Life Centre,1297.1,2023,Fruit and vegetables,121
The Life Centre,564.7,2023,Not Applicable,121
The Life Centre,6.2,2023,Oil & Spreads,121
